group,seed,k_frac,acc,file
shuffle,3,1.0,0.9106000065803528,results_kfrac_geo_r_r50_shuffle3.yaml
shuffle,4,0.05,0.7676999568939209,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.1,0.8132999539375305,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.15,0.840999960899353,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.2,0.8506999611854553,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.25,0.865399956703186,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.3,0.8758999705314636,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.35,0.878600001335144,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.4,0.885699987411499,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.45,0.8932999968528748,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.5,0.8942999839782715,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.55,0.8904999494552612,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.6,0.8988999724388123,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.65,0.9023999571800232,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.7,0.8994999527931213,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.75,0.9070999622344971,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.8,0.9070000052452087,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.85,0.9071999788284302,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.9,0.9096999764442444,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,0.95,0.9095999598503113,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,4,1.0,0.9106000065803528,results_kfrac_geo_r_r50_shuffle4.yaml
shuffle,5,0.05,0.7351999878883362,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.1,0.8102999925613403,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.15,0.8321999907493591,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.2,0.8483999967575073,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.25,0.8628999590873718,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.3,0.871999979019165,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.35,0.8793999552726746,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.4,0.8833000063896179,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.45,0.8905999660491943,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.5,0.8947999477386475,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.55,0.8947999477386475,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.6,0.8999999761581421,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.65,0.902999997138977,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.7,0.9009999632835388,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.75,0.902899980545044,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.8,0.9062999486923218,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.85,0.9092999696731567,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.9,0.9079999923706055,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,0.95,0.9093999862670898,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,5,1.0,0.9106000065803528,results_kfrac_geo_r_r50_shuffle5.yaml
shuffle,6,0.05,0.7526999711990356,results_kfrac_geo_r_r50_shuffle6.yaml
shuffle,6,0.1,0.8172999620437622,results_kfrac_geo_r_r50_shuffle6.yaml
shuffle,6,0.15,0.8325999975204468,results_kfrac_geo_r_r50_shuffle6.yaml
shuffle,6,0.2,0.857699990272522,results_kfrac_geo_r_r50_shuffle6.yaml
shuffle,6,0.25,0.8689000010490417,results_kfrac_geo_r_r50_shuffle6.yaml
shuffle,6,0.3,0.8733999729156494,results_kfrac_geo_r_r50_shuffle6.yaml
shuffle,6,0.35,0.8801999688148499,results_kfrac_geo_r_r50_shuffle6.yaml
shuffle,6,0.4,0.8858000040054321,results_kfrac_geo_r_r50_shuffle6.yaml
