mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.7209807872772217,0.13633608598577715,0.04311325589876183,0.6234518266318758,0.8185097479225676,10
non-shuffled,0.1,0.9387044906616211,0.02377490323030774,0.007518284535786721,0.921696949446616,0.9557120318766262,10
non-shuffled,0.2,1.4435812473297118,0.02423079012119633,0.007662448628848781,1.42624758427896,1.4609149103804637,10
shuffled,0.05,0.7048670291900635,0.07886110058474254,0.024938069663542284,0.6484531962729267,0.7612808621072003,10
shuffled,0.1,0.9248083353042602,0.006650969961946341,0.0021032213729113847,0.9200505180104609,0.9295661525980595,10
shuffled,0.2,1.4316365003585816,0.007469889757741141,0.00236218655048254,1.42629286313341,1.4369801375837532,10
