mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.7833199799060822,0.006939549021408462,0.0021944780842043316,0.778355725589173,0.7882842342229913,10
non-shuffled,0.1,0.8234299778938293,0.005048874670566135,0.0015965943579721272,0.8198182305307702,0.8270417252568885,10
non-shuffled,0.2,0.8517799854278565,0.004772102968237437,0.0015090714608480458,0.8483662286134404,0.8551937422422726,10
non-shuffled,0.3,0.8666899740695954,0.0035186686382500812,0.0011127007228273324,0.8641728701593385,0.8692070779798522,10
non-shuffled,0.4,0.8754799723625183,0.003495966438515833,0.001105521656921703,0.8729791086276225,0.8779808360974141,10
non-shuffled,0.5,0.8809299826622009,0.0031351208884987164,0.000991412274762673,0.8786872522835051,0.8831727130408967,10
shuffled,0.05,0.7432399868965149,0.008543118977320092,0.0027015714290139856,0.737128607737409,0.7493513660556209,10
shuffled,0.1,0.8002099752426147,0.0054300453850935045,0.0017171311214981592,0.796325554776558,0.8040943957086715,10
shuffled,0.2,0.8384999811649323,0.0036270648746725555,0.0011469786225158443,0.8359053352583675,0.8410946270714971,10
shuffled,0.3,0.8566299796104431,0.0016970906659509745,0.0005366671900217044,0.8554159540824667,0.8578440051384194,10
shuffled,0.4,0.8686399757862091,0.0019676261630019167,0.0006222180258823787,0.8672324208221024,0.8700475307503158,10
shuffled,0.5,0.8753399670124054,0.002061385562190135,0.0006518673512307499,0.873865340614588,0.8768145934102227,10
