config,coord_dim,seed,k_frac,spearman_D_S,perm_null_mean,perm_null_sd,perm_p,perm_p_one_sided,n_perm,n_inputs,n_pairs,inputs,within_imp_mean_rho,cohesion_selected,cohesion_random_mean,cohesion_random_sd,cohesion_z,cohesion_matched_mean,cohesion_matched_sd,cohesion_matched_z,imp_selected,imp_all
cifar10 geo_m,3,3,0.1,-0.07105278379636948,-0.00027779058107661557,0.005223672341699794,0.001,0.001,999,10000,300000,test,-0.07738429749068453,0.01738271862268448,0.018891302864067257,0.0018597800487167586,-0.8111627187379139,0.029184289667755367,0.0026871042257937037,-4.391929024335879,0.6277844309806824,0.5089207887649536
cifar10 geo_m,3,3,0.2,-0.07105278379636948,-0.00027779058107661557,0.005223672341699794,0.001,0.001,999,10000,300000,test,-0.07738429749068453,0.01884048618376255,0.01880440166220069,0.0012017697641786044,0.030026151936431076,0.027688142294064164,0.001388006793321419,-6.374360807525538,0.6178532838821411,0.5089207887649536
cifar10 geo_m,3,4,0.05,-0.07377699257998552,1.7969275325848004e-05,0.005250865074015869,0.001,0.001,999,10000,300000,test,-0.08026495758182635,0.009325063787400723,0.0188902604393661,0.002883834580539561,-3.316832634297253,0.02220210372004658,0.003491573677392594,-3.6880332820512107,0.5690339207649231,0.5089207887649536
cifar10 geo_m,3,4,0.1,-0.07377699257998552,1.7969275325848004e-05,0.005250865074015869,0.001,0.001,999,10000,300000,test,-0.08026495758182635,0.014520455151796341,0.0186798126809299,0.0019626927384574387,-2.119209719134825,0.02672131285071373,0.0023697552379298515,-5.148572940565425,0.6151129007339478,0.5089207887649536
cifar10 geo_m,3,4,0.2,-0.07377699257998552,1.7969275325848004e-05,0.005250865074015869,0.001,0.001,999,10000,300000,test,-0.08026495758182635,0.01307748630642891,0.01868803021963686,0.0013330277645061102,-4.2088725069262125,0.024491498870775105,0.0013503901532144495,-8.452381357138943,0.5900411009788513,0.5089207887649536
cifar10 geo_m,3,5,0.05,-0.07220237471157247,7.032699703997881e-05,0.005225722762240441,0.001,0.001,999,10000,300000,test,-0.07760993619171672,0.00812939740717411,0.019057863382622598,0.0027818144226127352,-3.9285388279983526,0.024207229996100067,0.0034748935301875204,-4.62685617404556,0.587505042552948,0.5089207887649536
cifar10 geo_m,3,5,0.1,-0.07220237471157247,7.032699703997881e-05,0.005225722762240441,0.001,0.001,999,10000,300000,test,-0.07760993619171672,0.008549525402486324,0.018752182493917646,0.0018469550151328014,-5.524042005524254,0.023617486329749228,0.0021160765860277204,-7.120706792766719,0.5848168134689331,0.5089207887649536
cifar10 geo_m,3,5,0.2,-0.07220237471157247,7.032699703997881e-05,0.005225722762240441,0.001,0.001,999,10000,300000,test,-0.07760993619171672,0.01945389248430729,0.018693098491057755,0.001116048378910136,0.6816854958481217,0.02792092534713447,0.0014593868158290224,-5.801774255590767,0.6188188195228577,0.5089207887649536
cifar10 geo_m,3,6,0.05,-0.07103906724349866,0.00018682853232234906,0.005375184445625348,0.001,0.001,999,10000,300000,test,-0.07839815619823283,0.009253115393221378,0.01839210281148553,0.0029178807547346583,-3.132063364927726,0.024710216885432602,0.003604713068549175,-4.288025480525798,0.591059684753418,0.5089207887649536
cifar10 geo_m,3,6,0.1,-0.07103906724349866,0.00018682853232234906,0.005375184445625348,0.001,0.001,999,10000,300000,test,-0.07839815619823283,0.012418042868375778,0.01876637923065573,0.001833869582390026,-3.4617163727339015,0.026290961829945444,0.002373234899722483,-5.845573464871235,0.6108160018920898,0.5089207887649536
cifar10 geo_m,3,6,0.2,-0.07103906724349866,0.00018682853232234906,0.005375184445625348,0.001,0.001,999,10000,300000,test,-0.07839815619823283,0.01750555820763111,0.018678376907482742,0.0011375287341264288,-1.0310233611120863,0.026589730028063058,0.0014143717901892317,-6.42276088721608,0.6075222492218018,0.5089207887649536
cifar10 geo_m,3,7,0.05,-0.07399647213155595,7.440001590383902e-05,0.00531676254966421,0.001,0.001,999,10000,300000,test,-0.07974188236463219,0.006529197562485933,0.019166551986709236,0.0027300832495587065,-4.628926396891776,0.025174551587551833,0.0037581027415830616,-4.961374209862704,0.5991948246955872,0.5089207887649536
cifar10 geo_m,3,7,0.1,-0.07399647213155595,7.440001590383902e-05,0.00531676254966421,0.001,0.001,999,10000,300000,test,-0.07974188236463219,0.015295813791453838,0.01871893133968115,0.0017045408367855062,-2.0082344009278965,0.027865586150437594,0.002694212437928624,-4.665471874958097,0.6197050213813782,0.5089207887649536
cifar10 geo_m,3,7,0.2,-0.07399647213155595,7.440001590383902e-05,0.00531676254966421,0.001,0.001,999,10000,300000,test,-0.07974188236463219,0.02200181968510151,0.018906958922743796,0.001235637264702455,2.50466771135969,0.02880681985989213,0.0016097471033843236,-4.2273722103655,0.6241463422775269,0.5089207887649536
cifar10 geo_m,3,8,0.05,-0.07181049181726412,-6.779100063701399e-05,0.005301037320866073,0.001,0.001,999,10000,300000,test,-0.07871264623177573,0.007917046546936035,0.018663530023768544,0.002761765062562097,-3.891164972219542,0.019741272069513798,0.0026778646995901604,-4.415542547751529,0.5398929715156555,0.5089207887649536
cifar10 geo_m,3,8,0.1,-0.07181049181726412,-6.779100063701399e-05,0.005301037320866073,0.001,0.001,999,10000,300000,test,-0.07871264623177573,0.007873538881540298,0.018653881163336338,0.0017048072381774038,-6.323496307416974,0.02168991046026349,0.002151903500049657,-6.420534922678378,0.561698317527771,0.5089207887649536
cifar10 geo_m,3,8,0.2,-0.07181049181726412,-6.779100063701399e-05,0.005301037320866073,0.001,0.001,999,10000,300000,test,-0.07871264623177573,0.017621073871850967,0.018801286732777953,0.0012198500418130328,-0.967506512690165,0.027080420590937137,0.0014367323062091522,-6.583931238701606,0.613879382610321,0.5089207887649536
cifar10 geo_m,3,9,0.05,-0.07083936856810444,-0.00031464183628464966,0.005258667793279028,0.001,0.001,999,10000,300000,test,-0.07789376083353716,0.007609564810991287,0.019025773182511328,0.002876546287666927,-3.968720550925198,0.02590907017700374,0.0035996078301240835,-5.08374973734233,0.611000657081604,0.5089207887649536
cifar10 geo_m,3,9,0.1,-0.07083936856810444,-0.00031464183628464966,0.005258667793279028,0.001,0.001,999,10000,300000,test,-0.07789376083353716,0.01213907916098833,0.018851597351022063,0.0018947752073763778,-3.542646199063187,0.025488954884931445,0.0025839772750458827,-5.1664060081719025,0.6027652621269226,0.5089207887649536
cifar10 geo_m,3,9,0.2,-0.07083936856810444,-0.00031464183628464966,0.005258667793279028,0.001,0.001,999,10000,300000,test,-0.07789376083353716,0.013248742558062077,0.018674385026097296,0.0011443162116701318,-4.741383900674709,0.024541763942688703,0.001485113126488311,-7.604148920106768,0.5918753743171692,0.5089207887649536
cifar10 geo_r,3,0,0.05,-0.08557481687852239,0.00020762565665955002,0.007216760277387738,0.001,0.001,999,10000,300000,test,-0.10898593934596276,0.05974002182483673,0.01884787142742425,0.002782162988765335,14.697970804672941,0.02999822766520083,0.003889907698192615,7.645886858911608,0.6343500018119812,0.5089207887649536
cifar10 geo_r,3,0,0.1,-0.08557481687852239,0.00020762565665955002,0.007216760277387738,0.001,0.001,999,10000,300000,test,-0.10898593934596276,0.038240209221839905,0.018565605850890277,0.0019613121094086455,10.031347518091021,0.030418151430785655,0.0024888869344963957,3.1427935433692897,0.6366753578186035,0.5089207887649536
cifar10 geo_r,3,0,0.2,-0.08557481687852239,0.00020762565665955002,0.007216760277387738,0.001,0.001,999,10000,300000,test,-0.10898593934596276,0.03263895586133003,0.018727784012444317,0.0012690186257390565,10.962149456097949,0.027331444127485158,0.0014092077533386673,3.766308918968203,0.6165896654129028,0.5089207887649536
cifar10 geo_r,3,1,0.05,-0.11169706624264641,0.00036636246866175547,0.007119330051351282,0.001,0.001,999,10000,300000,test,-0.1434976451356938,0.036298345774412155,0.01874801576603204,0.0027614664675846257,6.355438390448913,0.02827916675247252,0.004100311742743442,1.9557486169620857,0.6289098858833313,0.5089207887649536
cifar10 geo_r,3,1,0.1,-0.11169706624264641,0.00036636246866175547,0.007119330051351282,0.001,0.001,999,10000,300000,test,-0.1434976451356938,0.041447386145591736,0.018848867216147484,0.001984789811146873,11.38584992281892,0.03053660586476326,0.0027646582231655196,3.9465204723892304,0.6416917443275452,0.5089207887649536
cifar10 geo_r,3,1,0.2,-0.11169706624264641,0.00036636246866175547,0.007119330051351282,0.001,0.001,999,10000,300000,test,-0.1434976451356938,0.025914868339896202,0.01868283757939935,0.001244278729734686,5.812227262155877,0.027118850648403168,0.0013400468461564374,-0.8984628493114261,0.6141209006309509,0.5089207887649536
cifar10 geo_r,3,2,0.05,-0.12759757572416885,0.00024019368985330443,0.007233186078202819,0.001,0.001,999,10000,300000,test,-0.16324374909105152,0.06622440367937088,0.019012179970741273,0.0029604753293257496,15.947514652464513,0.03033034606836736,0.003910080567585736,9.179876726679902,0.6411046981811523,0.5089207887649536
cifar10 geo_r,3,2,0.1,-0.12759757572416885,0.00024019368985330443,0.007233186078202819,0.001,0.001,999,10000,300000,test,-0.16324374909105152,0.035986531525850296,0.01871783513110131,0.0016999686165641665,10.158244226586241,0.02762673362158239,0.0023867154158685776,3.50263707402374,0.6232425570487976,0.5089207887649536
cifar10 geo_r,3,2,0.2,-0.12759757572416885,0.00024019368985330443,0.007233186078202819,0.001,0.001,999,10000,300000,test,-0.16324374909105152,0.01804247684776783,0.01891620614565909,0.0012273029069428266,-0.7119100690112296,0.022949508298188447,0.0013728211313777355,-3.5744142734178377,0.5791685581207275,0.5089207887649536
cifar10 geo_r,3,3,0.05,-0.1247268752786303,-0.00048147364896129676,0.007298019746255201,0.001,0.001,999,10000,300000,test,-0.15755203303592,0.034914854913949966,0.018820715458132325,0.0027507737140575837,5.850768228487574,0.03290380717255175,0.004312784763877935,0.4662991201823016,0.6611142754554749,0.5089207887649536
cifar10 geo_r,3,3,0.1,-0.1247268752786303,-0.00048147364896129676,0.007298019746255201,0.001,0.001,999,10000,300000,test,-0.15755203303592,0.02932267263531685,0.018891302864067257,0.0018597800487167586,5.608926589377207,0.03172412148676813,0.0026801295294458637,-0.8960196976195308,0.6444242596626282,0.5089207887649536
cifar10 geo_r,3,3,0.2,-0.1247268752786303,-0.00048147364896129676,0.007298019746255201,0.001,0.001,999,10000,300000,test,-0.15755203303592,0.02690895088016987,0.01880440166220069,0.0012017697641786044,6.743845163024799,0.028163961060345175,0.0014410149773285833,-0.8709209821198236,0.6198720335960388,0.5089207887649536
cifar10 geo_r,3,4,0.05,-0.1241515576493119,9.543778007588402e-05,0.007355076855458078,0.001,0.001,999,10000,300000,test,-0.15744371504695615,0.05469752475619316,0.0188902604393661,0.002883834580539561,12.416545853927248,0.031199672855436802,0.004611491510017631,5.095499329146769,0.640816330909729,0.5089207887649536
cifar10 geo_r,3,4,0.1,-0.1241515576493119,9.543778007588402e-05,0.007355076855458078,0.001,0.001,999,10000,300000,test,-0.15744371504695615,0.056448373943567276,0.018840156490914525,0.0018164527069444933,20.704209522311423,0.02756503215059638,0.0024710406386676967,11.68873604476821,0.618304431438446,0.5089207887649536
