config,maxiter,cma_train_n,n_k_points,elapsed_mean_s,elapsed_median_s,search_mean_s,search_median_s,search_frac_mean,n_search_solves,ms_per_search_solve,rest_mean_s
cifar10 / vit / geo_m,20,4000,20,3.548125648498535,3.5657215118408203,3.182993610000267,3.188657599994258,0.8718508331436251,160,19.89371006250167,0.36513203849826825
cifar10 / r50 / geo_m maxiter40,40,4000,20,30.090973484516145,19.125384092330933,29.25353179499607,18.422803399996155,0.9424253262778398,320,91.41728685936272,0.8374416895200738
