dataset,arm,seed,k_frac,k_neurons,reference,jaccard,jaccard_null_expected,calib
cifar10,geo_m,8,0.5,1024,magnitude,0.7195633921074727,0.3333333333333333,n4000_seed7
cifar10,geo_m,8,0.5,1024,variance,0.8028169014084507,0.3333333333333333,n4000_seed7
cifar10,geo_m,8,0.5,1024,rate,0.610062893081761,0.3333333333333333,n4000_seed7
cifar10,geo_m,8,0.5,1024,probe_weight,0.49707602339181284,0.3333333333333333,n4000_seed7
cifar10,geo_m,9,0.05,102,magnitude,0.29936305732484075,0.02553830746119179,n4000_seed7
cifar10,geo_m,9,0.05,102,variance,0.5223880597014925,0.02553830746119179,n4000_seed7
cifar10,geo_m,9,0.05,102,rate,0.1590909090909091,0.02553830746119179,n4000_seed7
cifar10,geo_m,9,0.05,102,probe_weight,0.29936305732484075,0.02553830746119179,n4000_seed7
cifar10,geo_m,9,0.1,204,magnitude,0.4020618556701031,0.052415210688591986,n4000_seed7
cifar10,geo_m,9,0.1,204,variance,0.5813953488372093,0.052415210688591986,n4000_seed7
cifar10,geo_m,9,0.1,204,rate,0.20353982300884957,0.052415210688591986,n4000_seed7
cifar10,geo_m,9,0.1,204,probe_weight,0.2830188679245283,0.052415210688591986,n4000_seed7
cifar10,geo_m,9,0.2,409,magnitude,0.4927007299270073,0.11093029563330621,n4000_seed7
cifar10,geo_m,9,0.2,409,variance,0.623015873015873,0.11093029563330621,n4000_seed7
cifar10,geo_m,9,0.2,409,rate,0.29635499207606975,0.11093029563330621,n4000_seed7
cifar10,geo_m,9,0.2,409,probe_weight,0.3172302737520129,0.11093029563330621,n4000_seed7
cifar10,geo_m,9,0.5,1024,magnitude,0.8998144712430427,0.3333333333333333,n4000_seed7
cifar10,geo_m,9,0.5,1024,variance,0.9302544769085768,0.3333333333333333,n4000_seed7
cifar10,geo_m,9,0.5,1024,rate,0.7731601731601732,0.3333333333333333,n4000_seed7
cifar10,geo_m,9,0.5,1024,probe_weight,0.501466275659824,0.3333333333333333,n4000_seed7
cifar10,geo_r,0,0.05,102,magnitude,0.19298245614035087,0.02553830746119179,n4000_seed7
cifar10,geo_r,0,0.05,102,variance,0.1791907514450867,0.02553830746119179,n4000_seed7
cifar10,geo_r,0,0.05,102,rate,0.15254237288135594,0.02553830746119179,n4000_seed7
cifar10,geo_r,0,0.05,102,probe_weight,0.10869565217391304,0.02553830746119179,n4000_seed7
cifar10,geo_r,0,0.1,204,magnitude,0.36454849498327757,0.052415210688591986,n4000_seed7
cifar10,geo_r,0,0.1,204,variance,0.3161290322580645,0.052415210688591986,n4000_seed7
cifar10,geo_r,0,0.1,204,rate,0.3377049180327869,0.052415210688591986,n4000_seed7
cifar10,geo_r,0,0.1,204,probe_weight,0.1724137931034483,0.052415210688591986,n4000_seed7
cifar10,geo_r,0,0.2,409,magnitude,0.41278065630397237,0.11093029563330621,n4000_seed7
cifar10,geo_r,0,0.2,409,variance,0.3794266441821248,0.11093029563330621,n4000_seed7
cifar10,geo_r,0,0.2,409,rate,0.43508771929824563,0.11093029563330621,n4000_seed7
cifar10,geo_r,0,0.2,409,probe_weight,0.24885496183206107,0.11093029563330621,n4000_seed7
cifar10,geo_r,0,0.5,1024,magnitude,0.5249441548771407,0.3333333333333333,n4000_seed7
cifar10,geo_r,0,0.5,1024,variance,0.5092114959469418,0.3333333333333333,n4000_seed7
cifar10,geo_r,0,0.5,1024,rate,0.5294996265870052,0.3333333333333333,n4000_seed7
cifar10,geo_r,0,0.5,1024,probe_weight,0.41632088520055327,0.3333333333333333,n4000_seed7
cifar10,geo_r,1,0.05,102,magnitude,0.2,0.02553830746119179,n4000_seed7
cifar10,geo_r,1,0.05,102,variance,0.2215568862275449,0.02553830746119179,n4000_seed7
cifar10,geo_r,1,0.05,102,rate,0.13333333333333333,0.02553830746119179,n4000_seed7
cifar10,geo_r,1,0.05,102,probe_weight,0.1270718232044199,0.02553830746119179,n4000_seed7
cifar10,geo_r,1,0.1,204,magnitude,0.3972602739726027,0.052415210688591986,n4000_seed7
cifar10,geo_r,1,0.1,204,variance,0.36454849498327757,0.052415210688591986,n4000_seed7
cifar10,geo_r,1,0.1,204,rate,0.3465346534653465,0.052415210688591986,n4000_seed7
cifar10,geo_r,1,0.1,204,probe_weight,0.20353982300884957,0.052415210688591986,n4000_seed7
cifar10,geo_r,1,0.2,409,magnitude,0.450354609929078,0.11093029563330621,n4000_seed7
cifar10,geo_r,1,0.2,409,variance,0.43006993006993005,0.11093029563330621,n4000_seed7
cifar10,geo_r,1,0.2,409,rate,0.4103448275862069,0.11093029563330621,n4000_seed7
cifar10,geo_r,1,0.2,409,probe_weight,0.2623456790123457,0.11093029563330621,n4000_seed7
cifar10,geo_r,1,0.5,1024,magnitude,0.6318725099601593,0.3333333333333333,n4000_seed7
cifar10,geo_r,1,0.5,1024,variance,0.6241078509119746,0.3333333333333333,n4000_seed7
cifar10,geo_r,1,0.5,1024,rate,0.6075353218210361,0.3333333333333333,n4000_seed7
cifar10,geo_r,1,0.5,1024,probe_weight,0.44022503516174405,0.3333333333333333,n4000_seed7
cifar10,geo_r,2,0.05,102,magnitude,0.23636363636363636,0.02553830746119179,n4000_seed7
cifar10,geo_r,2,0.05,102,variance,0.25153374233128833,0.02553830746119179,n4000_seed7
cifar10,geo_r,2,0.05,102,rate,0.1791907514450867,0.02553830746119179,n4000_seed7
cifar10,geo_r,2,0.05,102,probe_weight,0.1270718232044199,0.02553830746119179,n4000_seed7
cifar10,geo_r,2,0.1,204,magnitude,0.275,0.052415210688591986,n4000_seed7
cifar10,geo_r,2,0.1,204,variance,0.2670807453416149,0.052415210688591986,n4000_seed7
cifar10,geo_r,2,0.1,204,rate,0.22522522522522523,0.052415210688591986,n4000_seed7
cifar10,geo_r,2,0.1,204,probe_weight,0.1623931623931624,0.052415210688591986,n4000_seed7
cifar10,geo_r,2,0.2,409,magnitude,0.28414442700156983,0.11093029563330621,n4000_seed7
cifar10,geo_r,2,0.2,409,variance,0.2861635220125786,0.11093029563330621,n4000_seed7
cifar10,geo_r,2,0.2,409,rate,0.25267993874425726,0.11093029563330621,n4000_seed7
cifar10,geo_r,2,0.2,409,probe_weight,0.19941348973607037,0.11093029563330621,n4000_seed7
cifar10,geo_r,2,0.5,1024,magnitude,0.4291695743196092,0.3333333333333333,n4000_seed7
cifar10,geo_r,2,0.5,1024,variance,0.42618384401114207,0.3333333333333333,n4000_seed7
cifar10,geo_r,2,0.5,1024,rate,0.4222222222222222,0.3333333333333333,n4000_seed7
cifar10,geo_r,2,0.5,1024,probe_weight,0.3617021276595745,0.3333333333333333,n4000_seed7
cifar10,geo_r,3,0.05,102,magnitude,0.2670807453416149,0.02553830746119179,n4000_seed7
cifar10,geo_r,3,0.05,102,variance,0.25925925925925924,0.02553830746119179,n4000_seed7
cifar10,geo_r,3,0.05,102,rate,0.24390243902439024,0.02553830746119179,n4000_seed7
cifar10,geo_r,3,0.05,102,probe_weight,0.1270718232044199,0.02553830746119179,n4000_seed7
cifar10,geo_r,3,0.1,204,magnitude,0.3972602739726027,0.052415210688591986,n4000_seed7
cifar10,geo_r,3,0.1,204,variance,0.36454849498327757,0.052415210688591986,n4000_seed7
cifar10,geo_r,3,0.1,204,rate,0.3465346534653465,0.052415210688591986,n4000_seed7
cifar10,geo_r,3,0.1,204,probe_weight,0.2,0.052415210688591986,n4000_seed7
cifar10,geo_r,3,0.2,409,magnitude,0.48188405797101447,0.11093029563330621,n4000_seed7
cifar10,geo_r,3,0.2,409,variance,0.45811051693404636,0.11093029563330621,n4000_seed7
cifar10,geo_r,3,0.2,409,rate,0.44014084507042256,0.11093029563330621,n4000_seed7
cifar10,geo_r,3,0.2,409,probe_weight,0.3108974358974359,0.11093029563330621,n4000_seed7
cifar10,geo_r,3,0.5,1024,magnitude,0.506990434142752,0.3333333333333333,n4000_seed7
cifar10,geo_r,3,0.5,1024,variance,0.508100147275405,0.3333333333333333,n4000_seed7
cifar10,geo_r,3,0.5,1024,rate,0.5036710719530103,0.3333333333333333,n4000_seed7
cifar10,geo_r,3,0.5,1024,probe_weight,0.4242002781641168,0.3333333333333333,n4000_seed7
cifar10,geo_r,4,0.05,102,magnitude,0.2289156626506024,0.02553830746119179,n4000_seed7
cifar10,geo_r,4,0.05,102,variance,0.21428571428571427,0.02553830746119179,n4000_seed7
cifar10,geo_r,4,0.05,102,rate,0.21428571428571427,0.02553830746119179,n4000_seed7
cifar10,geo_r,4,0.05,102,probe_weight,0.11475409836065574,0.02553830746119179,n4000_seed7
cifar10,geo_r,4,0.1,204,magnitude,0.24012158054711247,0.052415210688591986,n4000_seed7
cifar10,geo_r,4,0.1,204,variance,0.24770642201834864,0.052415210688591986,n4000_seed7
cifar10,geo_r,4,0.1,204,rate,0.20710059171597633,0.052415210688591986,n4000_seed7
cifar10,geo_r,4,0.1,204,probe_weight,0.18604651162790697,0.052415210688591986,n4000_seed7
cifar10,geo_r,4,0.2,409,magnitude,0.3130016051364366,0.11093029563330621,n4000_seed7
cifar10,geo_r,4,0.2,409,variance,0.2984126984126984,0.11093029563330621,n4000_seed7
cifar10,geo_r,4,0.2,409,rate,0.28012519561815336,0.11093029563330621,n4000_seed7
cifar10,geo_r,4,0.2,409,probe_weight,0.21907600596125187,0.11093029563330621,n4000_seed7
cifar10,geo_r,4,0.5,1024,magnitude,0.3998632946001367,0.3333333333333333,n4000_seed7
cifar10,geo_r,4,0.5,1024,variance,0.39414567733151806,0.3333333333333333,n4000_seed7
cifar10,geo_r,4,0.5,1024,rate,0.3969986357435198,0.3333333333333333,n4000_seed7
cifar10,geo_r,4,0.5,1024,probe_weight,0.3772696704774714,0.3333333333333333,n4000_seed7
cifar10,geo_r,5,0.05,102,magnitude,0.23636363636363636,0.02553830746119179,n4000_seed7
cifar10,geo_r,5,0.05,102,variance,0.2289156626506024,0.02553830746119179,n4000_seed7
cifar10,geo_r,5,0.05,102,rate,0.1724137931034483,0.02553830746119179,n4000_seed7
cifar10,geo_r,5,0.05,102,probe_weight,0.12087912087912088,0.02553830746119179,n4000_seed7
cifar10,geo_r,5,0.1,204,magnitude,0.2215568862275449,0.052415210688591986,n4000_seed7
cifar10,geo_r,5,0.1,204,variance,0.2289156626506024,0.052415210688591986,n4000_seed7
cifar10,geo_r,5,0.1,204,rate,0.17579250720461095,0.052415210688591986,n4000_seed7
cifar10,geo_r,5,0.1,204,probe_weight,0.13019390581717452,0.052415210688591986,n4000_seed7
cifar10,geo_r,5,0.2,409,magnitude,0.32148626817447495,0.11093029563330621,n4000_seed7
cifar10,geo_r,5,0.2,409,variance,0.3300813008130081,0.11093029563330621,n4000_seed7
cifar10,geo_r,5,0.2,409,rate,0.28012519561815336,0.11093029563330621,n4000_seed7
cifar10,geo_r,5,0.2,409,probe_weight,0.24885496183206107,0.11093029563330621,n4000_seed7
cifar10,geo_r,5,0.5,1024,magnitude,0.37912457912457914,0.3333333333333333,n4000_seed7
cifar10,geo_r,5,0.5,1024,variance,0.38005390835579517,0.3333333333333333,n4000_seed7
cifar10,geo_r,5,0.5,1024,rate,0.3726541554959786,0.3333333333333333,n4000_seed7
cifar10,geo_r,5,0.5,1024,probe_weight,0.3527080581241744,0.3333333333333333,n4000_seed7
cifar10,geo_r,6,0.05,102,magnitude,0.11475409836065574,0.02553830746119179,n4000_seed7
cifar10,geo_r,6,0.05,102,variance,0.15254237288135594,0.02553830746119179,n4000_seed7
cifar10,geo_r,6,0.05,102,rate,0.0851063829787234,0.02553830746119179,n4000_seed7
cifar10,geo_r,6,0.05,102,probe_weight,0.07368421052631578,0.02553830746119179,n4000_seed7
cifar10,geo_r,6,0.1,204,magnitude,0.2326283987915408,0.052415210688591986,n4000_seed7
cifar10,geo_r,6,0.1,204,variance,0.22522522522522523,0.052415210688591986,n4000_seed7
cifar10,geo_r,6,0.1,204,rate,0.1791907514450867,0.052415210688591986,n4000_seed7
cifar10,geo_r,6,0.1,204,probe_weight,0.13966480446927373,0.052415210688591986,n4000_seed7
cifar10,geo_r,6,0.2,409,magnitude,0.28012519561815336,0.11093029563330621,n4000_seed7
cifar10,geo_r,6,0.2,409,variance,0.28818897637795277,0.11093029563330621,n4000_seed7
cifar10,geo_r,6,0.2,409,rate,0.26040061633281975,0.11093029563330621,n4000_seed7
cifar10,geo_r,6,0.2,409,probe_weight,0.195906432748538,0.11093029563330621,n4000_seed7
cifar10,geo_r,6,0.5,1024,magnitude,0.43820224719101125,0.3333333333333333,n4000_seed7
cifar10,geo_r,6,0.5,1024,variance,0.43116701607267643,0.3333333333333333,n4000_seed7
cifar10,geo_r,6,0.5,1024,rate,0.4341736694677871,0.3333333333333333,n4000_seed7
cifar10,geo_r,6,0.5,1024,probe_weight,0.36624416277518346,0.3333333333333333,n4000_seed7
cifar10,geo_r,7,0.05,102,magnitude,0.3076923076923077,0.02553830746119179,n4000_seed7
cifar10,geo_r,7,0.05,102,variance,0.3161290322580645,0.02553830746119179,n4000_seed7
cifar10,geo_r,7,0.05,102,rate,0.24390243902439024,0.02553830746119179,n4000_seed7
cifar10,geo_r,7,0.05,102,probe_weight,0.13966480446927373,0.02553830746119179,n4000_seed7
cifar10,geo_r,7,0.1,204,magnitude,0.31189710610932475,0.052415210688591986,n4000_seed7
cifar10,geo_r,7,0.1,204,variance,0.3377049180327869,0.052415210688591986,n4000_seed7
cifar10,geo_r,7,0.1,204,rate,0.24390243902439024,0.052415210688591986,n4000_seed7
cifar10,geo_r,7,0.1,204,probe_weight,0.17579250720461095,0.052415210688591986,n4000_seed7
cifar10,geo_r,7,0.2,409,magnitude,0.4079173838209983,0.11093029563330621,n4000_seed7
cifar10,geo_r,7,0.2,409,variance,0.41767764298093585,0.11093029563330621,n4000_seed7
cifar10,geo_r,7,0.2,409,rate,0.3588039867109635,0.11093029563330621,n4000_seed7
cifar10,geo_r,7,0.2,409,probe_weight,0.2861635220125786,0.11093029563330621,n4000_seed7
cifar10,geo_r,7,0.5,1024,magnitude,0.48729121278140886,0.3333333333333333,n4000_seed7
cifar10,geo_r,7,0.5,1024,variance,0.48405797101449277,0.3333333333333333,n4000_seed7
cifar10,geo_r,7,0.5,1024,rate,0.47020818377602297,0.3333333333333333,n4000_seed7
cifar10,geo_r,7,0.5,1024,probe_weight,0.40273972602739727,0.3333333333333333,n4000_seed7
cifar10,geo_r,8,0.05,102,magnitude,0.25925925925925924,0.02553830746119179,n4000_seed7
cifar10,geo_r,8,0.05,102,variance,0.3246753246753247,0.02553830746119179,n4000_seed7
cifar10,geo_r,8,0.05,102,rate,0.20710059171597633,0.02553830746119179,n4000_seed7
cifar10,geo_r,8,0.05,102,probe_weight,0.1724137931034483,0.02553830746119179,n4000_seed7
cifar10,geo_r,8,0.1,204,magnitude,0.3161290322580645,0.052415210688591986,n4000_seed7
cifar10,geo_r,8,0.1,204,variance,0.3076923076923077,0.052415210688591986,n4000_seed7
cifar10,geo_r,8,0.1,204,rate,0.275,0.052415210688591986,n4000_seed7
cifar10,geo_r,8,0.1,204,probe_weight,0.15254237288135594,0.052415210688591986,n4000_seed7
cifar10,geo_r,8,0.2,409,magnitude,0.4054982817869416,0.11093029563330621,n4000_seed7
cifar10,geo_r,8,0.2,409,variance,0.4054982817869416,0.11093029563330621,n4000_seed7
cifar10,geo_r,8,0.2,409,rate,0.3656093489148581,0.11093029563330621,n4000_seed7
cifar10,geo_r,8,0.2,409,probe_weight,0.27216174183514774,0.11093029563330621,n4000_seed7
cifar10,geo_r,8,0.5,1024,magnitude,0.5778120184899846,0.3333333333333333,n4000_seed7
cifar10,geo_r,8,0.5,1024,variance,0.5875968992248062,0.3333333333333333,n4000_seed7
cifar10,geo_r,8,0.5,1024,rate,0.5574144486692015,0.3333333333333333,n4000_seed7
cifar10,geo_r,8,0.5,1024,probe_weight,0.43116701607267643,0.3333333333333333,n4000_seed7
cifar10,geo_r,9,0.05,102,magnitude,0.11475409836065574,0.02553830746119179,n4000_seed7
cifar10,geo_r,9,0.05,102,variance,0.13966480446927373,0.02553830746119179,n4000_seed7
cifar10,geo_r,9,0.05,102,rate,0.0851063829787234,0.02553830746119179,n4000_seed7
cifar10,geo_r,9,0.05,102,probe_weight,0.1590909090909091,0.02553830746119179,n4000_seed7
cifar10,geo_r,9,0.1,204,magnitude,0.22522522522522523,0.052415210688591986,n4000_seed7
cifar10,geo_r,9,0.1,204,variance,0.23636363636363636,0.052415210688591986,n4000_seed7
cifar10,geo_r,9,0.1,204,rate,0.1826086956521739,0.052415210688591986,n4000_seed7
cifar10,geo_r,9,0.1,204,probe_weight,0.1791907514450867,0.052415210688591986,n4000_seed7
cifar10,geo_r,9,0.2,409,magnitude,0.2682170542635659,0.11093029563330621,n4000_seed7
cifar10,geo_r,9,0.2,409,variance,0.27613104524180965,0.11093029563330621,n4000_seed7
cifar10,geo_r,9,0.2,409,rate,0.25267993874425726,0.11093029563330621,n4000_seed7
cifar10,geo_r,9,0.2,409,probe_weight,0.2227204783258595,0.11093029563330621,n4000_seed7
cifar10,geo_r,9,0.5,1024,magnitude,0.5272184936614467,0.3333333333333333,n4000_seed7
cifar10,geo_r,9,0.5,1024,variance,0.5159141376757957,0.3333333333333333,n4000_seed7
cifar10,geo_r,9,0.5,1024,rate,0.5294996265870052,0.3333333333333333,n4000_seed7
cifar10,geo_r,9,0.5,1024,probe_weight,0.4143646408839779,0.3333333333333333,n4000_seed7
cifar10,geo_pca,0,0.05,102,magnitude,0.2670807453416149,0.02553830746119179,n4000_seed7
cifar10,geo_pca,0,0.05,102,variance,0.3076923076923077,0.02553830746119179,n4000_seed7
cifar10,geo_pca,0,0.05,102,rate,0.21428571428571427,0.02553830746119179,n4000_seed7
cifar10,geo_pca,0,0.05,102,probe_weight,0.1657142857142857,0.02553830746119179,n4000_seed7
cifar10,geo_pca,0,0.1,204,magnitude,0.24012158054711247,0.052415210688591986,n4000_seed7
cifar10,geo_pca,0,0.1,204,variance,0.23636363636363636,0.052415210688591986,n4000_seed7
cifar10,geo_pca,0,0.1,204,rate,0.21068249258160238,0.052415210688591986,n4000_seed7
cifar10,geo_pca,0,0.1,204,probe_weight,0.14929577464788732,0.052415210688591986,n4000_seed7
cifar10,geo_pca,0,0.2,409,magnitude,0.3004769475357711,0.11093029563330621,n4000_seed7
cifar10,geo_pca,0,0.2,409,variance,0.30254777070063693,0.11093029563330621,n4000_seed7
cifar10,geo_pca,0,0.2,409,rate,0.292259083728278,0.11093029563330621,n4000_seed7
cifar10,geo_pca,0,0.2,409,probe_weight,0.23564954682779457,0.11093029563330621,n4000_seed7
cifar10,geo_pca,0,0.5,1024,magnitude,0.25259938837920487,0.3333333333333333,n4000_seed7
cifar10,geo_pca,0,0.5,1024,variance,0.2587584511370621,0.3333333333333333,n4000_seed7
cifar10,geo_pca,0,0.5,1024,rate,0.2397094430992736,0.3333333333333333,n4000_seed7
cifar10,geo_pca,0,0.5,1024,probe_weight,0.2784019975031211,0.3333333333333333,n4000_seed7
cifar10,geo_pca,1,0.05,102,magnitude,0.21428571428571427,0.02553830746119179,n4000_seed7
cifar10,geo_pca,1,0.05,102,variance,0.25153374233128833,0.02553830746119179,n4000_seed7
cifar10,geo_pca,1,0.05,102,rate,0.1590909090909091,0.02553830746119179,n4000_seed7
cifar10,geo_pca,1,0.05,102,probe_weight,0.1590909090909091,0.02553830746119179,n4000_seed7
cifar10,geo_pca,1,0.1,204,magnitude,0.15254237288135594,0.052415210688591986,n4000_seed7
cifar10,geo_pca,1,0.1,204,variance,0.18604651162790697,0.052415210688591986,n4000_seed7
cifar10,geo_pca,1,0.1,204,rate,0.088,0.052415210688591986,n4000_seed7
cifar10,geo_pca,1,0.1,204,probe_weight,0.13649025069637882,0.052415210688591986,n4000_seed7
cifar10,geo_pca,1,0.2,409,magnitude,0.391156462585034,0.11093029563330621,n4000_seed7
cifar10,geo_pca,1,0.2,409,variance,0.35655058043117743,0.11093029563330621,n4000_seed7
cifar10,geo_pca,1,0.2,409,rate,0.4079173838209983,0.11093029563330621,n4000_seed7
cifar10,geo_pca,1,0.2,409,probe_weight,0.2623456790123457,0.11093029563330621,n4000_seed7
cifar10,geo_pca,1,0.5,1024,magnitude,0.26811145510835915,0.3333333333333333,n4000_seed7
cifar10,geo_pca,1,0.5,1024,variance,0.28240450845335,0.3333333333333333,n4000_seed7
cifar10,geo_pca,1,0.5,1024,rate,0.257985257985258,0.3333333333333333,n4000_seed7
cifar10,geo_pca,1,0.5,1024,probe_weight,0.29538266919671097,0.3333333333333333,n4000_seed7
cifar10,geo_pca,2,0.05,102,magnitude,0.3333333333333333,0.02553830746119179,n4000_seed7
cifar10,geo_pca,2,0.05,102,variance,0.275,0.02553830746119179,n4000_seed7
cifar10,geo_pca,2,0.05,102,rate,0.21428571428571427,0.02553830746119179,n4000_seed7
cifar10,geo_pca,2,0.05,102,probe_weight,0.23636363636363636,0.02553830746119179,n4000_seed7
cifar10,geo_pca,2,0.1,204,magnitude,0.3783783783783784,0.052415210688591986,n4000_seed7
cifar10,geo_pca,2,0.1,204,variance,0.3509933774834437,0.052415210688591986,n4000_seed7
cifar10,geo_pca,2,0.1,204,rate,0.3554817275747508,0.052415210688591986,n4000_seed7
cifar10,geo_pca,2,0.1,204,probe_weight,0.21428571428571427,0.052415210688591986,n4000_seed7
cifar10,geo_pca,2,0.2,409,magnitude,0.43508771929824563,0.11093029563330621,n4000_seed7
cifar10,geo_pca,2,0.2,409,variance,0.4103448275862069,0.11093029563330621,n4000_seed7
cifar10,geo_pca,2,0.2,409,rate,0.37478991596638656,0.11093029563330621,n4000_seed7
cifar10,geo_pca,2,0.2,409,probe_weight,0.28213166144200624,0.11093029563330621,n4000_seed7
cifar10,geo_pca,2,0.5,1024,magnitude,0.3527080581241744,0.3333333333333333,n4000_seed7
cifar10,geo_pca,2,0.5,1024,variance,0.34648257725180803,0.3333333333333333,n4000_seed7
cifar10,geo_pca,2,0.5,1024,rate,0.3420707732634338,0.3333333333333333,n4000_seed7
cifar10,geo_pca,2,0.5,1024,probe_weight,0.32470892626131953,0.3333333333333333,n4000_seed7
cifar10,geo_pca,3,0.05,102,magnitude,0.24390243902439024,0.02553830746119179,n4000_seed7
cifar10,geo_pca,3,0.05,102,variance,0.2215568862275449,0.02553830746119179,n4000_seed7
cifar10,geo_pca,3,0.05,102,rate,0.18604651162790697,0.02553830746119179,n4000_seed7
cifar10,geo_pca,3,0.05,102,probe_weight,0.14606741573033707,0.02553830746119179,n4000_seed7
cifar10,geo_pca,3,0.1,204,magnitude,0.3554817275747508,0.052415210688591986,n4000_seed7
cifar10,geo_pca,3,0.1,204,variance,0.29936305732484075,0.052415210688591986,n4000_seed7
cifar10,geo_pca,3,0.1,204,rate,0.36454849498327757,0.052415210688591986,n4000_seed7
cifar10,geo_pca,3,0.1,204,probe_weight,0.1657142857142857,0.052415210688591986,n4000_seed7
cifar10,geo_pca,3,0.2,409,magnitude,0.391156462585034,0.11093029563330621,n4000_seed7
cifar10,geo_pca,3,0.2,409,variance,0.3724832214765101,0.11093029563330621,n4000_seed7
cifar10,geo_pca,3,0.2,409,rate,0.38175675675675674,0.11093029563330621,n4000_seed7
cifar10,geo_pca,3,0.2,409,probe_weight,0.24127465857359637,0.11093029563330621,n4000_seed7
cifar10,geo_pca,3,0.5,1024,magnitude,0.5491679273827534,0.3333333333333333,n4000_seed7
cifar10,geo_pca,3,0.5,1024,variance,0.5306427503736921,0.3333333333333333,n4000_seed7
cifar10,geo_pca,3,0.5,1024,rate,0.5386927122464312,0.3333333333333333,n4000_seed7
cifar10,geo_pca,3,0.5,1024,probe_weight,0.4291695743196092,0.3333333333333333,n4000_seed7
cifar10,geo_pca,4,0.05,102,magnitude,0.10869565217391304,0.02553830746119179,n4000_seed7
cifar10,geo_pca,4,0.05,102,variance,0.1590909090909091,0.02553830746119179,n4000_seed7
cifar10,geo_pca,4,0.05,102,rate,0.0625,0.02553830746119179,n4000_seed7
cifar10,geo_pca,4,0.05,102,probe_weight,0.13333333333333333,0.02553830746119179,n4000_seed7
cifar10,geo_pca,4,0.1,204,magnitude,0.23636363636363636,0.052415210688591986,n4000_seed7
cifar10,geo_pca,4,0.1,204,variance,0.2553846153846154,0.052415210688591986,n4000_seed7
cifar10,geo_pca,4,0.1,204,rate,0.1791907514450867,0.052415210688591986,n4000_seed7
cifar10,geo_pca,4,0.1,204,probe_weight,0.19648093841642228,0.052415210688591986,n4000_seed7
cifar10,geo_pca,4,0.2,409,magnitude,0.32148626817447495,0.11093029563330621,n4000_seed7
cifar10,geo_pca,4,0.2,409,variance,0.34098360655737703,0.11093029563330621,n4000_seed7
cifar10,geo_pca,4,0.2,409,rate,0.254601226993865,0.11093029563330621,n4000_seed7
cifar10,geo_pca,4,0.2,409,probe_weight,0.2861635220125786,0.11093029563330621,n4000_seed7
cifar10,geo_pca,4,0.5,1024,magnitude,0.38098449089683073,0.3333333333333333,n4000_seed7
cifar10,geo_pca,4,0.5,1024,variance,0.3781965006729475,0.3333333333333333,n4000_seed7
cifar10,geo_pca,4,0.5,1024,rate,0.3837837837837838,0.3333333333333333,n4000_seed7
cifar10,geo_pca,4,0.5,1024,probe_weight,0.3680694722778891,0.3333333333333333,n4000_seed7
cifar10,geo_pca,5,0.05,102,magnitude,0.3246753246753247,0.02553830746119179,n4000_seed7
cifar10,geo_pca,5,0.05,102,variance,0.3509933774834437,0.02553830746119179,n4000_seed7
cifar10,geo_pca,5,0.05,102,rate,0.21428571428571427,0.02553830746119179,n4000_seed7
cifar10,geo_pca,5,0.05,102,probe_weight,0.21428571428571427,0.02553830746119179,n4000_seed7
cifar10,geo_pca,5,0.1,204,magnitude,0.37373737373737376,0.052415210688591986,n4000_seed7
cifar10,geo_pca,5,0.1,204,variance,0.3465346534653465,0.052415210688591986,n4000_seed7
cifar10,geo_pca,5,0.1,204,rate,0.3783783783783784,0.052415210688591986,n4000_seed7
cifar10,geo_pca,5,0.1,204,probe_weight,0.1657142857142857,0.052415210688591986,n4000_seed7
cifar10,geo_pca,5,0.2,409,magnitude,0.36789297658862874,0.11093029563330621,n4000_seed7
cifar10,geo_pca,5,0.2,409,variance,0.35655058043117743,0.11093029563330621,n4000_seed7
cifar10,geo_pca,5,0.2,409,rate,0.37018425460636517,0.11093029563330621,n4000_seed7
cifar10,geo_pca,5,0.2,409,probe_weight,0.2623456790123457,0.11093029563330621,n4000_seed7
cifar10,geo_pca,5,0.5,1024,magnitude,0.5491679273827534,0.3333333333333333,n4000_seed7
cifar10,geo_pca,5,0.5,1024,variance,0.536384096024006,0.3333333333333333,n4000_seed7
cifar10,geo_pca,5,0.5,1024,rate,0.5609756097560976,0.3333333333333333,n4000_seed7
cifar10,geo_pca,5,0.5,1024,probe_weight,0.420249653259362,0.3333333333333333,n4000_seed7
cifar10,geo_pca,6,0.05,102,magnitude,0.04081632653061224,0.02553830746119179,n4000_seed7
cifar10,geo_pca,6,0.05,102,variance,0.07936507936507936,0.02553830746119179,n4000_seed7
cifar10,geo_pca,6,0.05,102,rate,0.04081632653061224,0.02553830746119179,n4000_seed7
cifar10,geo_pca,6,0.05,102,probe_weight,0.09090909090909091,0.02553830746119179,n4000_seed7
cifar10,geo_pca,6,0.1,204,magnitude,0.42160278745644597,0.052415210688591986,n4000_seed7
cifar10,geo_pca,6,0.1,204,variance,0.3691275167785235,0.052415210688591986,n4000_seed7
cifar10,geo_pca,6,0.1,204,rate,0.3924914675767918,0.052415210688591986,n4000_seed7
cifar10,geo_pca,6,0.1,204,probe_weight,0.2289156626506024,0.052415210688591986,n4000_seed7
cifar10,geo_pca,6,0.2,409,magnitude,0.3004769475357711,0.11093029563330621,n4000_seed7
cifar10,geo_pca,6,0.2,409,variance,0.3004769475357711,0.11093029563330621,n4000_seed7
