dataset,arm,seed,k_frac,k_neurons,reference,jaccard,jaccard_null_expected,calib
cifar10,geo_r,8,0.5,1024,magnitude,0.5753846153846154,0.3333333333333333,n4000_seed0
cifar10,geo_r,8,0.5,1024,variance,0.5863671572424477,0.3333333333333333,n4000_seed0
cifar10,geo_r,8,0.5,1024,rate,0.5526914329037149,0.3333333333333333,n4000_seed0
cifar10,geo_r,8,0.5,1024,probe_weight,0.4331700489853044,0.3333333333333333,n4000_seed0
cifar10,geo_r,9,0.05,102,magnitude,0.11475409836065574,0.02553830746119179,n4000_seed0
cifar10,geo_r,9,0.05,102,variance,0.13333333333333333,0.02553830746119179,n4000_seed0
cifar10,geo_r,9,0.05,102,rate,0.09090909090909091,0.02553830746119179,n4000_seed0
cifar10,geo_r,9,0.05,102,probe_weight,0.13333333333333333,0.02553830746119179,n4000_seed0
cifar10,geo_r,9,0.1,204,magnitude,0.2215568862275449,0.052415210688591986,n4000_seed0
cifar10,geo_r,9,0.1,204,variance,0.2326283987915408,0.052415210688591986,n4000_seed0
cifar10,geo_r,9,0.1,204,rate,0.19298245614035087,0.052415210688591986,n4000_seed0
cifar10,geo_r,9,0.1,204,probe_weight,0.19648093841642228,0.052415210688591986,n4000_seed0
cifar10,geo_r,9,0.2,409,magnitude,0.26625386996904027,0.11093029563330621,n4000_seed0
cifar10,geo_r,9,0.2,409,variance,0.278125,0.11093029563330621,n4000_seed0
cifar10,geo_r,9,0.2,409,rate,0.2565284178187404,0.11093029563330621,n4000_seed0
cifar10,geo_r,9,0.2,409,probe_weight,0.21545319465081725,0.11093029563330621,n4000_seed0
cifar10,geo_r,9,0.5,1024,magnitude,0.5272184936614467,0.3333333333333333,n4000_seed0
cifar10,geo_r,9,0.5,1024,variance,0.5159141376757957,0.3333333333333333,n4000_seed0
cifar10,geo_r,9,0.5,1024,rate,0.5306427503736921,0.3333333333333333,n4000_seed0
cifar10,geo_r,9,0.5,1024,probe_weight,0.40949759119064005,0.3333333333333333,n4000_seed0
cifar10,geo_pca,0,0.05,102,magnitude,0.2830188679245283,0.02553830746119179,n4000_seed0
cifar10,geo_pca,0,0.05,102,variance,0.29936305732484075,0.02553830746119179,n4000_seed0
cifar10,geo_pca,0,0.05,102,rate,0.21428571428571427,0.02553830746119179,n4000_seed0
cifar10,geo_pca,0,0.05,102,probe_weight,0.15254237288135594,0.02553830746119179,n4000_seed0
cifar10,geo_pca,0,0.1,204,magnitude,0.23636363636363636,0.052415210688591986,n4000_seed0
cifar10,geo_pca,0,0.1,204,variance,0.23636363636363636,0.052415210688591986,n4000_seed0
cifar10,geo_pca,0,0.1,204,rate,0.20710059171597633,0.052415210688591986,n4000_seed0
cifar10,geo_pca,0,0.1,204,probe_weight,0.15254237288135594,0.052415210688591986,n4000_seed0
cifar10,geo_pca,0,0.2,409,magnitude,0.29635499207606975,0.11093029563330621,n4000_seed0
cifar10,geo_pca,0,0.2,409,variance,0.29635499207606975,0.11093029563330621,n4000_seed0
cifar10,geo_pca,0,0.2,409,rate,0.2902208201892745,0.11093029563330621,n4000_seed0
cifar10,geo_pca,0,0.2,409,probe_weight,0.22638680659670166,0.11093029563330621,n4000_seed0
cifar10,geo_pca,0,0.5,1024,magnitude,0.2510690287110568,0.3333333333333333,n4000_seed0
cifar10,geo_pca,0,0.5,1024,variance,0.2572130141190915,0.3333333333333333,n4000_seed0
cifar10,geo_pca,0,0.5,1024,rate,0.2404603270745003,0.3333333333333333,n4000_seed0
cifar10,geo_pca,0,0.5,1024,probe_weight,0.28240450845335,0.3333333333333333,n4000_seed0
cifar10,geo_pca,1,0.05,102,magnitude,0.2289156626506024,0.02553830746119179,n4000_seed0
cifar10,geo_pca,1,0.05,102,variance,0.25153374233128833,0.02553830746119179,n4000_seed0
cifar10,geo_pca,1,0.05,102,rate,0.15254237288135594,0.02553830746119179,n4000_seed0
cifar10,geo_pca,1,0.05,102,probe_weight,0.12087912087912088,0.02553830746119179,n4000_seed0
cifar10,geo_pca,1,0.1,204,magnitude,0.1558073654390935,0.052415210688591986,n4000_seed0
cifar10,geo_pca,1,0.1,204,variance,0.18950437317784258,0.052415210688591986,n4000_seed0
cifar10,geo_pca,1,0.1,204,rate,0.09090909090909091,0.052415210688591986,n4000_seed0
cifar10,geo_pca,1,0.1,204,probe_weight,0.1590909090909091,0.052415210688591986,n4000_seed0
cifar10,geo_pca,1,0.2,409,magnitude,0.3840947546531303,0.11093029563330621,n4000_seed0
cifar10,geo_pca,1,0.2,409,variance,0.3588039867109635,0.11093029563330621,n4000_seed0
cifar10,geo_pca,1,0.2,409,rate,0.4054982817869416,0.11093029563330621,n4000_seed0
cifar10,geo_pca,1,0.2,409,probe_weight,0.2227204783258595,0.11093029563330621,n4000_seed0
cifar10,geo_pca,1,0.5,1024,magnitude,0.26968381897086174,0.3333333333333333,n4000_seed0
cifar10,geo_pca,1,0.5,1024,variance,0.2816020025031289,0.3333333333333333,n4000_seed0
cifar10,geo_pca,1,0.5,1024,rate,0.2634176434299815,0.3333333333333333,n4000_seed0
cifar10,geo_pca,1,0.5,1024,probe_weight,0.30362826225334183,0.3333333333333333,n4000_seed0
cifar10,geo_pca,2,0.05,102,magnitude,0.3333333333333333,0.02553830746119179,n4000_seed0
cifar10,geo_pca,2,0.05,102,variance,0.2830188679245283,0.02553830746119179,n4000_seed0
cifar10,geo_pca,2,0.05,102,rate,0.21428571428571427,0.02553830746119179,n4000_seed0
cifar10,geo_pca,2,0.05,102,probe_weight,0.2215568862275449,0.02553830746119179,n4000_seed0
cifar10,geo_pca,2,0.1,204,magnitude,0.3783783783783784,0.052415210688591986,n4000_seed0
cifar10,geo_pca,2,0.1,204,variance,0.34210526315789475,0.052415210688591986,n4000_seed0
cifar10,geo_pca,2,0.1,204,rate,0.36,0.052415210688591986,n4000_seed0
cifar10,geo_pca,2,0.1,204,probe_weight,0.24390243902439024,0.052415210688591986,n4000_seed0
cifar10,geo_pca,2,0.2,409,magnitude,0.437609841827768,0.11093029563330621,n4000_seed0
cifar10,geo_pca,2,0.2,409,variance,0.41522491349480967,0.11093029563330621,n4000_seed0
cifar10,geo_pca,2,0.2,409,rate,0.36789297658862874,0.11093029563330621,n4000_seed0
cifar10,geo_pca,2,0.2,409,probe_weight,0.2984126984126984,0.11093029563330621,n4000_seed0
cifar10,geo_pca,2,0.5,1024,magnitude,0.35181518151815183,0.3333333333333333,n4000_seed0
cifar10,geo_pca,2,0.5,1024,variance,0.3411918795022921,0.3333333333333333,n4000_seed0
cifar10,geo_pca,2,0.5,1024,rate,0.3473684210526316,0.3333333333333333,n4000_seed0
cifar10,geo_pca,2,0.5,1024,probe_weight,0.32642487046632124,0.3333333333333333,n4000_seed0
cifar10,geo_pca,3,0.05,102,magnitude,0.2289156626506024,0.02553830746119179,n4000_seed0
cifar10,geo_pca,3,0.05,102,variance,0.21428571428571427,0.02553830746119179,n4000_seed0
cifar10,geo_pca,3,0.05,102,rate,0.18604651162790697,0.02553830746119179,n4000_seed0
cifar10,geo_pca,3,0.05,102,probe_weight,0.18604651162790697,0.02553830746119179,n4000_seed0
cifar10,geo_pca,3,0.1,204,magnitude,0.3554817275747508,0.052415210688591986,n4000_seed0
cifar10,geo_pca,3,0.1,204,variance,0.29523809523809524,0.052415210688591986,n4000_seed0
cifar10,geo_pca,3,0.1,204,rate,0.3509933774834437,0.052415210688591986,n4000_seed0
cifar10,geo_pca,3,0.1,204,probe_weight,0.1590909090909091,0.052415210688591986,n4000_seed0
cifar10,geo_pca,3,0.2,409,magnitude,0.39829059829059826,0.11093029563330621,n4000_seed0
cifar10,geo_pca,3,0.2,409,variance,0.37478991596638656,0.11093029563330621,n4000_seed0
cifar10,geo_pca,3,0.2,409,rate,0.38175675675675674,0.11093029563330621,n4000_seed0
cifar10,geo_pca,3,0.2,409,probe_weight,0.23751891074130105,0.11093029563330621,n4000_seed0
cifar10,geo_pca,3,0.5,1024,magnitude,0.5491679273827534,0.3333333333333333,n4000_seed0
cifar10,geo_pca,3,0.5,1024,variance,0.5272184936614467,0.3333333333333333,n4000_seed0
cifar10,geo_pca,3,0.5,1024,rate,0.5386927122464312,0.3333333333333333,n4000_seed0
cifar10,geo_pca,3,0.5,1024,probe_weight,0.41046831955922863,0.3333333333333333,n4000_seed0
cifar10,geo_pca,4,0.05,102,magnitude,0.10869565217391304,0.02553830746119179,n4000_seed0
cifar10,geo_pca,4,0.05,102,variance,0.1590909090909091,0.02553830746119179,n4000_seed0
cifar10,geo_pca,4,0.05,102,rate,0.05699481865284974,0.02553830746119179,n4000_seed0
cifar10,geo_pca,4,0.05,102,probe_weight,0.1724137931034483,0.02553830746119179,n4000_seed0
cifar10,geo_pca,4,0.1,204,magnitude,0.23636363636363636,0.052415210688591986,n4000_seed0
cifar10,geo_pca,4,0.1,204,variance,0.25153374233128833,0.052415210688591986,n4000_seed0
cifar10,geo_pca,4,0.1,204,rate,0.16905444126074498,0.052415210688591986,n4000_seed0
cifar10,geo_pca,4,0.1,204,probe_weight,0.18950437317784258,0.052415210688591986,n4000_seed0
cifar10,geo_pca,4,0.2,409,magnitude,0.3193548387096774,0.11093029563330621,n4000_seed0
cifar10,geo_pca,4,0.2,409,variance,0.34761120263591433,0.11093029563330621,n4000_seed0
cifar10,geo_pca,4,0.2,409,rate,0.25846153846153846,0.11093029563330621,n4000_seed0
cifar10,geo_pca,4,0.2,409,probe_weight,0.2623456790123457,0.11093029563330621,n4000_seed0
cifar10,geo_pca,4,0.5,1024,magnitude,0.38098449089683073,0.3333333333333333,n4000_seed0
cifar10,geo_pca,4,0.5,1024,variance,0.3772696704774714,0.3333333333333333,n4000_seed0
cifar10,geo_pca,4,0.5,1024,rate,0.3772696704774714,0.3333333333333333,n4000_seed0
cifar10,geo_pca,4,0.5,1024,probe_weight,0.3438320209973753,0.3333333333333333,n4000_seed0
cifar10,geo_pca,5,0.05,102,magnitude,0.3161290322580645,0.02553830746119179,n4000_seed0
cifar10,geo_pca,5,0.05,102,variance,0.34210526315789475,0.02553830746119179,n4000_seed0
cifar10,geo_pca,5,0.05,102,rate,0.20710059171597633,0.02553830746119179,n4000_seed0
cifar10,geo_pca,5,0.05,102,probe_weight,0.21428571428571427,0.02553830746119179,n4000_seed0
cifar10,geo_pca,5,0.1,204,magnitude,0.3691275167785235,0.052415210688591986,n4000_seed0
cifar10,geo_pca,5,0.1,204,variance,0.3289902280130293,0.052415210688591986,n4000_seed0
cifar10,geo_pca,5,0.1,204,rate,0.37373737373737376,0.052415210688591986,n4000_seed0
cifar10,geo_pca,5,0.1,204,probe_weight,0.21068249258160238,0.052415210688591986,n4000_seed0
cifar10,geo_pca,5,0.2,409,magnitude,0.37478991596638656,0.11093029563330621,n4000_seed0
cifar10,geo_pca,5,0.2,409,variance,0.35655058043117743,0.11093029563330621,n4000_seed0
cifar10,geo_pca,5,0.2,409,rate,0.37018425460636517,0.11093029563330621,n4000_seed0
cifar10,geo_pca,5,0.2,409,probe_weight,0.23939393939393938,0.11093029563330621,n4000_seed0
cifar10,geo_pca,5,0.5,1024,magnitude,0.5503406510219531,0.3333333333333333,n4000_seed0
cifar10,geo_pca,5,0.5,1024,variance,0.5329341317365269,0.3333333333333333,n4000_seed0
cifar10,geo_pca,5,0.5,1024,rate,0.5562310030395137,0.3333333333333333,n4000_seed0
cifar10,geo_pca,5,0.5,1024,probe_weight,0.4124137931034483,0.3333333333333333,n4000_seed0
cifar10,geo_pca,6,0.05,102,magnitude,0.046153846153846156,0.02553830746119179,n4000_seed0
cifar10,geo_pca,6,0.05,102,variance,0.07936507936507936,0.02553830746119179,n4000_seed0
cifar10,geo_pca,6,0.05,102,rate,0.04081632653061224,0.02553830746119179,n4000_seed0
cifar10,geo_pca,6,0.05,102,probe_weight,0.10869565217391304,0.02553830746119179,n4000_seed0
cifar10,geo_pca,6,0.1,204,magnitude,0.42657342657342656,0.052415210688591986,n4000_seed0
cifar10,geo_pca,6,0.1,204,variance,0.36,0.052415210688591986,n4000_seed0
cifar10,geo_pca,6,0.1,204,rate,0.3924914675767918,0.052415210688591986,n4000_seed0
cifar10,geo_pca,6,0.1,204,probe_weight,0.25153374233128833,0.052415210688591986,n4000_seed0
cifar10,geo_pca,6,0.2,409,magnitude,0.3088,0.11093029563330621,n4000_seed0
cifar10,geo_pca,6,0.2,409,variance,0.3108974358974359,0.11093029563330621,n4000_seed0
cifar10,geo_pca,6,0.2,409,rate,0.27216174183514774,0.11093029563330621,n4000_seed0
cifar10,geo_pca,6,0.2,409,probe_weight,0.21726190476190477,0.11093029563330621,n4000_seed0
cifar10,geo_pca,6,0.5,1024,magnitude,0.2864321608040201,0.3333333333333333,n4000_seed0
cifar10,geo_pca,6,0.5,1024,variance,0.2921135646687697,0.3333333333333333,n4000_seed0
cifar10,geo_pca,6,0.5,1024,rate,0.2657601977750309,0.3333333333333333,n4000_seed0
cifar10,geo_pca,6,0.5,1024,probe_weight,0.30445859872611464,0.3333333333333333,n4000_seed0
cifar10,geo_pca,7,0.05,102,magnitude,0.2911392405063291,0.02553830746119179,n4000_seed0
cifar10,geo_pca,7,0.05,102,variance,0.3076923076923077,0.02553830746119179,n4000_seed0
cifar10,geo_pca,7,0.05,102,rate,0.19298245614035087,0.02553830746119179,n4000_seed0
cifar10,geo_pca,7,0.05,102,probe_weight,0.25153374233128833,0.02553830746119179,n4000_seed0
cifar10,geo_pca,7,0.1,204,magnitude,0.24390243902439024,0.052415210688591986,n4000_seed0
cifar10,geo_pca,7,0.1,204,variance,0.2830188679245283,0.052415210688591986,n4000_seed0
cifar10,geo_pca,7,0.1,204,rate,0.1724137931034483,0.052415210688591986,n4000_seed0
cifar10,geo_pca,7,0.1,204,probe_weight,0.20710059171597633,0.052415210688591986,n4000_seed0
cifar10,geo_pca,7,0.2,409,magnitude,0.3130016051364366,0.11093029563330621,n4000_seed0
cifar10,geo_pca,7,0.2,409,variance,0.33878887070376434,0.11093029563330621,n4000_seed0
cifar10,geo_pca,7,0.2,409,rate,0.254601226993865,0.11093029563330621,n4000_seed0
cifar10,geo_pca,7,0.2,409,probe_weight,0.28213166144200624,0.11093029563330621,n4000_seed0
cifar10,geo_pca,7,0.5,1024,magnitude,0.40756013745704467,0.3333333333333333,n4000_seed0
cifar10,geo_pca,7,0.5,1024,variance,0.41534208707671044,0.3333333333333333,n4000_seed0
cifar10,geo_pca,7,0.5,1024,rate,0.3969986357435198,0.3333333333333333,n4000_seed0
cifar10,geo_pca,7,0.5,1024,probe_weight,0.38098449089683073,0.3333333333333333,n4000_seed0
cifar10,geo_pca,8,0.05,102,magnitude,0.2,0.02553830746119179,n4000_seed0
cifar10,geo_pca,8,0.05,102,variance,0.2289156626506024,0.02553830746119179,n4000_seed0
cifar10,geo_pca,8,0.05,102,rate,0.1270718232044199,0.02553830746119179,n4000_seed0
cifar10,geo_pca,8,0.05,102,probe_weight,0.1590909090909091,0.02553830746119179,n4000_seed0
cifar10,geo_pca,8,0.1,204,magnitude,0.1558073654390935,0.052415210688591986,n4000_seed0
cifar10,geo_pca,8,0.1,204,variance,0.1623931623931624,0.052415210688591986,n4000_seed0
cifar10,geo_pca,8,0.1,204,rate,0.13649025069637882,0.052415210688591986,n4000_seed0
cifar10,geo_pca,8,0.1,204,probe_weight,0.12396694214876033,0.052415210688591986,n4000_seed0
cifar10,geo_pca,8,0.2,409,magnitude,0.19416058394160585,0.11093029563330621,n4000_seed0
cifar10,geo_pca,8,0.2,409,variance,0.21364985163204747,0.11093029563330621,n4000_seed0
cifar10,geo_pca,8,0.2,409,rate,0.16358463726884778,0.11093029563330621,n4000_seed0
cifar10,geo_pca,8,0.2,409,probe_weight,0.20471281296023564,0.11093029563330621,n4000_seed0
cifar10,geo_pca,8,0.5,1024,magnitude,0.2197736748064324,0.3333333333333333,n4000_seed0
cifar10,geo_pca,8,0.5,1024,variance,0.22634730538922157,0.3333333333333333,n4000_seed0
cifar10,geo_pca,8,0.5,1024,rate,0.22122838401908168,0.3333333333333333,n4000_seed0
cifar10,geo_pca,8,0.5,1024,probe_weight,0.28080050031269543,0.3333333333333333,n4000_seed0
cifar10,geo_pca,9,0.05,102,magnitude,0.21428571428571427,0.02553830746119179,n4000_seed0
cifar10,geo_pca,9,0.05,102,variance,0.2215568862275449,0.02553830746119179,n4000_seed0
cifar10,geo_pca,9,0.05,102,rate,0.1270718232044199,0.02553830746119179,n4000_seed0
cifar10,geo_pca,9,0.05,102,probe_weight,0.15254237288135594,0.02553830746119179,n4000_seed0
cifar10,geo_pca,9,0.1,204,magnitude,0.3076923076923077,0.052415210688591986,n4000_seed0
cifar10,geo_pca,9,0.1,204,variance,0.2911392405063291,0.052415210688591986,n4000_seed0
cifar10,geo_pca,9,0.1,204,rate,0.2670807453416149,0.052415210688591986,n4000_seed0
cifar10,geo_pca,9,0.1,204,probe_weight,0.2215568862275449,0.052415210688591986,n4000_seed0
cifar10,geo_pca,9,0.2,409,magnitude,0.3543046357615894,0.11093029563330621,n4000_seed0
cifar10,geo_pca,9,0.2,409,variance,0.37478991596638656,0.11093029563330621,n4000_seed0
cifar10,geo_pca,9,0.2,409,rate,0.292259083728278,0.11093029563330621,n4000_seed0
cifar10,geo_pca,9,0.2,409,probe_weight,0.2450532724505327,0.11093029563330621,n4000_seed0
cifar10,geo_pca,9,0.5,1024,magnitude,0.4182825484764543,0.3333333333333333,n4000_seed0
cifar10,geo_pca,9,0.5,1024,variance,0.41632088520055327,0.3333333333333333,n4000_seed0
cifar10,geo_pca,9,0.5,1024,rate,0.4056280027453672,0.3333333333333333,n4000_seed0
cifar10,geo_pca,9,0.5,1024,probe_weight,0.35181518151815183,0.3333333333333333,n4000_seed0
cifar10,geo_m,0,0.05,102,magnitude,0.3076923076923077,0.02553830746119179,n4000_seed1
cifar10,geo_m,0,0.05,102,variance,0.5338345864661654,0.02553830746119179,n4000_seed1
cifar10,geo_m,0,0.05,102,rate,0.14606741573033707,0.02553830746119179,n4000_seed1
cifar10,geo_m,0,0.05,102,probe_weight,0.3076923076923077,0.02553830746119179,n4000_seed1
cifar10,geo_m,0,0.1,204,magnitude,0.4166666666666667,0.052415210688591986,n4000_seed1
cifar10,geo_m,0,0.1,204,variance,0.5875486381322957,0.052415210688591986,n4000_seed1
cifar10,geo_m,0,0.1,204,rate,0.2326283987915408,0.052415210688591986,n4000_seed1
cifar10,geo_m,0,0.1,204,probe_weight,0.29936305732484075,0.052415210688591986,n4000_seed1
cifar10,geo_m,0,0.2,409,magnitude,0.4103448275862069,0.11093029563330621,n4000_seed1
cifar10,geo_m,0,0.2,409,variance,0.5375939849624061,0.11093029563330621,n4000_seed1
cifar10,geo_m,0,0.2,409,rate,0.24695121951219512,0.11093029563330621,n4000_seed1
cifar10,geo_m,0,0.2,409,probe_weight,0.32362459546925565,0.11093029563330621,n4000_seed1
cifar10,geo_m,0,0.5,1024,magnitude,0.7195633921074727,0.3333333333333333,n4000_seed1
cifar10,geo_m,0,0.5,1024,variance,0.8059964726631393,0.3333333333333333,n4000_seed1
cifar10,geo_m,0,0.5,1024,rate,0.6062745098039216,0.3333333333333333,n4000_seed1
cifar10,geo_m,0,0.5,1024,probe_weight,0.48729121278140886,0.3333333333333333,n4000_seed1
cifar10,geo_m,1,0.05,102,magnitude,0.29936305732484075,0.02553830746119179,n4000_seed1
cifar10,geo_m,1,0.05,102,variance,0.5223880597014925,0.02553830746119179,n4000_seed1
cifar10,geo_m,1,0.05,102,rate,0.12087912087912088,0.02553830746119179,n4000_seed1
cifar10,geo_m,1,0.05,102,probe_weight,0.3161290322580645,0.02553830746119179,n4000_seed1
cifar10,geo_m,1,0.1,204,magnitude,0.38305084745762713,0.052415210688591986,n4000_seed1
cifar10,geo_m,1,0.1,204,variance,0.5338345864661654,0.052415210688591986,n4000_seed1
cifar10,geo_m,1,0.1,204,rate,0.2215568862275449,0.052415210688591986,n4000_seed1
cifar10,geo_m,1,0.1,204,probe_weight,0.29936305732484075,0.052415210688591986,n4000_seed1
cifar10,geo_m,1,0.2,409,magnitude,0.6070726915520629,0.11093029563330621,n4000_seed1
cifar10,geo_m,1,0.2,409,variance,0.793859649122807,0.11093029563330621,n4000_seed1
cifar10,geo_m,1,0.2,409,rate,0.39590443686006827,0.11093029563330621,n4000_seed1
cifar10,geo_m,1,0.2,409,probe_weight,0.34761120263591433,0.11093029563330621,n4000_seed1
cifar10,geo_m,1,0.5,1024,magnitude,0.7504273504273504,0.3333333333333333,n4000_seed1
cifar10,geo_m,1,0.5,1024,variance,0.8318425760286225,0.3333333333333333,n4000_seed1
cifar10,geo_m,1,0.5,1024,rate,0.6331738437001595,0.3333333333333333,n4000_seed1
cifar10,geo_m,1,0.5,1024,probe_weight,0.4787003610108303,0.3333333333333333,n4000_seed1
cifar10,geo_m,2,0.05,102,magnitude,0.44680851063829785,0.02553830746119179,n4000_seed1
cifar10,geo_m,2,0.05,102,variance,0.7142857142857143,0.02553830746119179,n4000_seed1
cifar10,geo_m,2,0.05,102,rate,0.2,0.02553830746119179,n4000_seed1
cifar10,geo_m,2,0.05,102,probe_weight,0.29936305732484075,0.02553830746119179,n4000_seed1
cifar10,geo_m,2,0.1,204,magnitude,0.5111111111111111,0.052415210688591986,n4000_seed1
cifar10,geo_m,2,0.1,204,variance,0.7142857142857143,0.052415210688591986,n4000_seed1
cifar10,geo_m,2,0.1,204,rate,0.2911392405063291,0.052415210688591986,n4000_seed1
cifar10,geo_m,2,0.1,204,probe_weight,0.31189710610932475,0.052415210688591986,n4000_seed1
cifar10,geo_m,2,0.2,409,magnitude,0.4927007299270073,0.11093029563330621,n4000_seed1
cifar10,geo_m,2,0.2,409,variance,0.6392785571142284,0.11093029563330621,n4000_seed1
cifar10,geo_m,2,0.2,409,rate,0.3130016051364366,0.11093029563330621,n4000_seed1
cifar10,geo_m,2,0.2,409,probe_weight,0.34318555008210183,0.11093029563330621,n4000_seed1
cifar10,geo_m,2,0.5,1024,magnitude,0.6911643270024773,0.3333333333333333,n4000_seed1
cifar10,geo_m,2,0.5,1024,variance,0.7716262975778547,0.3333333333333333,n4000_seed1
cifar10,geo_m,2,0.5,1024,rate,0.5839133797370456,0.3333333333333333,n4000_seed1
cifar10,geo_m,2,0.5,1024,probe_weight,0.47338129496402875,0.3333333333333333,n4000_seed1
cifar10,geo_m,3,0.05,102,magnitude,0.18604651162790697,0.02553830746119179,n4000_seed1
cifar10,geo_m,3,0.05,102,variance,0.36,0.02553830746119179,n4000_seed1
cifar10,geo_m,3,0.05,102,rate,0.02512562814070352,0.02553830746119179,n4000_seed1
cifar10,geo_m,3,0.05,102,probe_weight,0.2215568862275449,0.02553830746119179,n4000_seed1
cifar10,geo_m,3,0.1,204,magnitude,0.4945054945054945,0.052415210688591986,n4000_seed1
cifar10,geo_m,3,0.1,204,variance,0.7071129707112971,0.052415210688591986,n4000_seed1
cifar10,geo_m,3,0.1,204,rate,0.25925925925925924,0.052415210688591986,n4000_seed1
cifar10,geo_m,3,0.1,204,probe_weight,0.3076923076923077,0.052415210688591986,n4000_seed1
cifar10,geo_m,3,0.2,409,magnitude,0.6626016260162602,0.11093029563330621,n4000_seed1
cifar10,geo_m,3,0.2,409,variance,0.8423423423423423,0.11093029563330621,n4000_seed1
cifar10,geo_m,3,0.2,409,rate,0.43257443082311736,0.11093029563330621,n4000_seed1
cifar10,geo_m,3,0.2,409,probe_weight,0.3543046357615894,0.11093029563330621,n4000_seed1
cifar10,geo_m,3,0.5,1024,magnitude,0.8720292504570384,0.3333333333333333,n4000_seed1
cifar10,geo_m,3,0.5,1024,variance,0.9412322274881516,0.3333333333333333,n4000_seed1
cifar10,geo_m,3,0.5,1024,rate,0.7429787234042553,0.3333333333333333,n4000_seed1
cifar10,geo_m,3,0.5,1024,probe_weight,0.4894545454545455,0.3333333333333333,n4000_seed1
cifar10,geo_m,4,0.05,102,magnitude,0.07936507936507936,0.02553830746119179,n4000_seed1
cifar10,geo_m,4,0.05,102,variance,0.2215568862275449,0.02553830746119179,n4000_seed1
cifar10,geo_m,4,0.05,102,rate,0.0,0.02553830746119179,n4000_seed1
cifar10,geo_m,4,0.05,102,probe_weight,0.20710059171597633,0.02553830746119179,n4000_seed1
cifar10,geo_m,4,0.1,204,magnitude,0.4782608695652174,0.052415210688591986,n4000_seed1
cifar10,geo_m,4,0.1,204,variance,0.6585365853658537,0.052415210688591986,n4000_seed1
cifar10,geo_m,4,0.1,204,rate,0.2631578947368421,0.052415210688591986,n4000_seed1
cifar10,geo_m,4,0.1,204,probe_weight,0.3161290322580645,0.052415210688591986,n4000_seed1
cifar10,geo_m,4,0.2,409,magnitude,0.5036764705882353,0.11093029563330621,n4000_seed1
cifar10,geo_m,4,0.2,409,variance,0.6491935483870968,0.11093029563330621,n4000_seed1
cifar10,geo_m,4,0.2,409,rate,0.3172302737520129,0.11093029563330621,n4000_seed1
cifar10,geo_m,4,0.2,409,probe_weight,0.34539473684210525,0.11093029563330621,n4000_seed1
cifar10,geo_m,4,0.5,1024,magnitude,0.8823529411764706,0.3333333333333333,n4000_seed1
cifar10,geo_m,4,0.5,1024,variance,0.9212007504690432,0.3333333333333333,n4000_seed1
cifar10,geo_m,4,0.5,1024,rate,0.7549271636675235,0.3333333333333333,n4000_seed1
cifar10,geo_m,4,0.5,1024,probe_weight,0.4938001458789205,0.3333333333333333,n4000_seed1
cifar10,geo_m,5,0.05,102,magnitude,0.10869565217391304,0.02553830746119179,n4000_seed1
cifar10,geo_m,5,0.05,102,variance,0.2670807453416149,0.02553830746119179,n4000_seed1
cifar10,geo_m,5,0.05,102,rate,0.009900990099009901,0.02553830746119179,n4000_seed1
cifar10,geo_m,5,0.05,102,probe_weight,0.21428571428571427,0.02553830746119179,n4000_seed1
cifar10,geo_m,5,0.1,204,magnitude,0.3377049180327869,0.052415210688591986,n4000_seed1
cifar10,geo_m,5,0.1,204,variance,0.4945054945054945,0.052415210688591986,n4000_seed1
cifar10,geo_m,5,0.1,204,rate,0.1724137931034483,0.052415210688591986,n4000_seed1
cifar10,geo_m,5,0.1,204,probe_weight,0.2830188679245283,0.052415210688591986,n4000_seed1
cifar10,geo_m,5,0.2,409,magnitude,0.636,0.11093029563330621,n4000_seed1
cifar10,geo_m,5,0.2,409,variance,0.793859649122807,0.11093029563330621,n4000_seed1
cifar10,geo_m,5,0.2,409,rate,0.4079173838209983,0.11093029563330621,n4000_seed1
cifar10,geo_m,5,0.2,409,probe_weight,0.34983498349834985,0.11093029563330621,n4000_seed1
cifar10,geo_m,5,0.5,1024,magnitude,0.7793223284100782,0.3333333333333333,n4000_seed1
cifar10,geo_m,5,0.5,1024,variance,0.8669097538742023,0.3333333333333333,n4000_seed1
cifar10,geo_m,5,0.5,1024,rate,0.6596434359805511,0.3333333333333333,n4000_seed1
cifar10,geo_m,5,0.5,1024,probe_weight,0.49162418062636565,0.3333333333333333,n4000_seed1
cifar10,geo_m,6,0.05,102,magnitude,0.1657142857142857,0.02553830746119179,n4000_seed1
cifar10,geo_m,6,0.05,102,variance,0.34210526315789475,0.02553830746119179,n4000_seed1
cifar10,geo_m,6,0.05,102,rate,0.03553299492385787,0.02553830746119179,n4000_seed1
cifar10,geo_m,6,0.05,102,probe_weight,0.23636363636363636,0.02553830746119179,n4000_seed1
cifar10,geo_m,6,0.1,204,magnitude,0.43157894736842106,0.052415210688591986,n4000_seed1
cifar10,geo_m,6,0.1,204,variance,0.6126482213438735,0.052415210688591986,n4000_seed1
cifar10,geo_m,6,0.1,204,rate,0.23636363636363636,0.052415210688591986,n4000_seed1
cifar10,geo_m,6,0.1,204,probe_weight,0.3161290322580645,0.052415210688591986,n4000_seed1
cifar10,geo_m,6,0.2,409,magnitude,0.59765625,0.11093029563330621,n4000_seed1
