mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.5334099769592285,0.0056319453169513065,0.0017809774859085037,0.5293811259825987,0.5374388279358584,10
non-shuffled,0.1,0.6154799818992615,0.0044283848699741245,0.0014003782544946826,0.6123121062001512,0.6186478575983717,10
non-shuffled,0.2,0.670829975605011,0.002445424505857263,0.000773311128450072,0.6690806242966729,0.6725793269133491,10
non-shuffled,0.3,0.6933399856090545,0.001945475461618046,0.0006152133590680512,0.6919482763021552,0.6947316949159539,10
non-shuffled,0.4,0.7090399861335754,0.0018721433327329306,0.0005920237037734523,0.7077007354715049,0.710379236795646,10
non-shuffled,0.5,0.7195099830627442,0.0012187916874153665,0.00038541577255125356,0.7186381120121904,0.7203818541132979,10
shuffled,0.05,0.5345699846744537,0.0049463785823480495,0.0015641822489694574,0.5310315585959382,0.5381084107529692,10
shuffled,0.1,0.6149099826812744,0.0024605504256961924,0.0007780943642896864,0.61314981094172,0.6166701544208287,10
shuffled,0.2,0.6718499839305878,0.002315759546488409,0.0007323074680181952,0.6701933893463989,0.6735065785147767,10
shuffled,0.3,0.6966399788856507,0.0018851524637085316,0.0005961375521996871,0.6952914220518959,0.6979885357194054,10
shuffled,0.4,0.7105199813842773,0.0012908157830812711,0.0004081917914230656,0.7095965873994914,0.7114433753690632,10
shuffled,0.5,0.7195299804210663,0.0018862409011075184,0.0005964817463268179,0.7181806449661013,0.7208793158760313,10
