mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.30404999256134035,0.005916504959174386,0.001870963145867259,0.2998175798794807,0.3082824052432,10
non-shuffled,0.1,0.3897599935531616,0.006163909768455179,0.001949199416007946,0.3853505981324082,0.394169388973915,10
non-shuffled,0.2,0.4718599855899811,0.0033692089567406614,0.0010654374216340205,0.4694497986950589,0.47427017248490333,10
non-shuffled,0.3,0.5185299813747406,0.004517871607003006,0.001428676445433462,0.5152980907203024,0.5217618720291788,10
non-shuffled,0.4,0.5473999977111816,0.003057959737000963,0.0009670117762012518,0.5452124650950837,0.5495875303272796,10
non-shuffled,0.5,0.5700699806213378,0.002120822626322239,0.0006706630012398447,0.5685528355092219,0.5715871257334538,10
shuffled,0.05,0.3009799927473068,0.004061690125225039,0.0012844191945525648,0.29807443466624245,0.30388555082837115,10
shuffled,0.1,0.3873599946498871,0.0034036607330843976,0.0010763320299025118,0.3849251624388338,0.38979482686094036,10
shuffled,0.2,0.4728899896144867,0.003258990519024344,0.0010305832913011235,0.4705586482401521,0.4752213309888213,10
shuffled,0.3,0.5162299871444702,0.003593840330690834,0.0011364720991955766,0.5136591086448911,0.5188008656440494,10
shuffled,0.4,0.5452999889850616,0.0020585911212981263,0.0006509836714302039,0.5438273616098347,0.5467726163602885,10
shuffled,0.5,0.5646699786186218,0.0017423109224585223,0.0005509670907157947,0.5634236044678622,0.5659163527693813,10
