mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.7909899890422821,0.01601738848006953,0.005065142976476223,0.7795318395771663,0.8024481385073979,10
non-shuffled,0.1,0.8295599818229675,0.003134463553465011,0.0009912044071734398,0.8273177216734275,0.8318022419725075,10
non-shuffled,0.2,0.8585199832916259,0.001942388522779499,0.0006142371832953068,0.8571304822477431,0.8599094843355087,10
non-shuffled,0.3,0.8722199738025666,0.000706791100560153,0.00022350697077071942,0.8717143659076897,0.8727255816974434,10
non-shuffled,0.4,0.880789977312088,0.0009550471904845226,0.00030201243948757805,0.8801067777088301,0.8814731769153459,10
non-shuffled,0.5,0.8869299769401551,0.001207428552053364,0.00038182243364078054,0.8860662345869562,0.8877937192933539,10
shuffled,0.05,0.7439699769020081,0.008633790553984305,0.0027302442991437342,0.7377937352043585,0.7501462185996576,10
shuffled,0.1,0.7984099745750427,0.006809212894170649,0.0021532621818566317,0.7935389571068528,0.8032809920432326,10
shuffled,0.2,0.8374499797821044,0.0031117079354160077,0.000984008448913471,0.8352239980210859,0.839675961543123,10
shuffled,0.3,0.8548499882221222,0.004360486899446965,0.0013789070309578018,0.8517306838051312,0.8579692926391133,10
shuffled,0.4,0.8664099752902985,0.002353466238723107,0.0007442313710674583,0.8647264069634175,0.8680935436171795,10
shuffled,0.5,0.8740599811077118,0.002005110067474812,0.0006340714772554309,0.8726256117736769,0.8754943504417466,10
