mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.4339099913835526,0.014063943337869339,0.0044474093831218114,0.42384925239137905,0.4439707303757261,10
non-shuffled,0.1,0.5806499898433686,0.021385371592301763,0.006762648284073534,0.5653518165876886,0.5959481630990485,10
non-shuffled,0.2,0.6747799813747406,0.008605140180627012,0.002721184255581409,0.6686242349195313,0.6809357278299499,10
non-shuffled,0.3,0.7103399813175202,0.0035512682175770174,0.0011230096149709781,0.7077995570730595,0.7128804055619808,10
non-shuffled,0.4,0.7334899723529815,0.003412537642637626,0.0010791391551796627,0.7310487899833755,0.7359311547225875,10
non-shuffled,0.5,0.7485999822616577,0.0026012790509360732,0.0008225966630639147,0.7467391393281678,0.7504608251951476,10
shuffled,0.05,0.4599099844694138,0.008438331175954944,0.0026684346166824685,0.4538735659876777,0.46594640295114986,10
shuffled,0.1,0.5846799969673157,0.00899898334321571,0.002845728399047839,0.5782425120858723,0.591117481848759,10
shuffled,0.2,0.673339980840683,0.003411490799214374,0.0010788081142225584,0.6708995473377494,0.6757804143436167,10
shuffled,0.3,0.7101499855518341,0.0032575549870612766,0.0010301293362353968,0.707819671095203,0.7124803000084651,10
shuffled,0.4,0.7344199776649475,0.0024701741589497287,0.0007811376559571942,0.7326529215213489,0.7361870338085461,10
shuffled,0.5,0.7508899748325348,0.002086701439721095,0.0006598729346271212,0.7493972385468946,0.7523827111181751,10
