mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.603306794166565,0.11875983776822166,0.03755515818996683,0.5183511240650127,0.6882624642681172,10
non-shuffled,0.1,0.7705893278121948,0.3602337884479017,0.11391592616466215,0.5128935994756456,1.028285056148744,10
non-shuffled,0.2,0.7326456785202027,0.16657161330448503,0.052674569157097895,0.61348752460122,0.8518038324391853,10
shuffled,0.05,0.5762112855911254,0.08997076040779627,0.028451252570593583,0.511850080796386,0.6405724903858648,10
shuffled,0.1,0.5895110130310058,0.05100661628031136,0.016129708318400937,0.5530230778237878,0.6259989482382239,10
shuffled,0.2,0.7453687906265258,0.3672882012308099,0.11614672735956183,0.48262663938803085,1.008110941865021,10
