mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.7993799805641174,0.013449728295351808,0.004253177532372556,0.7897586245443707,0.8090013365838641,10
non-shuffled,0.1,0.8414699852466583,0.00948753184044526,0.0030002209989176236,0.8346830138238115,0.8482569566695051,10
non-shuffled,0.2,0.8740799725055695,0.004851985604336092,0.0015343325684050596,0.8706090710957516,0.8775508739153873,10
non-shuffled,0.3,0.8872999787330628,0.0034641021352007865,0.001095445279468703,0.884821909347598,0.8897780481185276,10
non-shuffled,0.4,0.8930299639701843,0.0048778535396361315,0.0015425127277964592,0.8895405577542059,0.8965193701861627,10
non-shuffled,0.5,0.8958099782466888,0.004252430549053726,0.0013447366126690152,0.8927679726861875,0.8988519838071902,10
shuffled,0.05,0.7371399819850921,0.011413757390876635,0.003609347001575091,0.7289750718122531,0.7453048921579312,10
shuffled,0.1,0.8063899755477906,0.005280667870287979,0.0016698938036980608,0.8026124133185494,0.8101675377770318,10
shuffled,0.2,0.8555799782276153,0.0048142821982955,0.0015224097045416175,0.8521360482096879,0.8590239082455428,10
shuffled,0.3,0.8736999869346619,0.0032829490663168746,0.0010381596491884492,0.8713515066480642,0.8760484672212596,10
shuffled,0.4,0.886519980430603,0.003072024611263255,0.0009714594799685241,0.8843223864095696,0.8887175744516363,10
shuffled,0.5,0.8921799898147583,0.0023469999875126036,0.0007421865628926571,0.8905010471653366,0.89385893246418,10
