mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.8151899814605713,0.004574442800676761,0.0014465658276298194,0.8119176222120585,0.8184623407090841,10
non-shuffled,0.1,0.8775899827480316,0.011943892505134258,0.0037769904444438602,0.8690458367601014,0.8861341287359618,10
non-shuffled,0.2,0.9109899759292602,0.0025579735480886255,0.0008089022606422306,0.9091601118862995,0.9128198399722209,10
non-shuffled,0.3,0.9228299736976624,0.0009202016701306352,0.00029099331843037394,0.9221717010780325,0.9234882463172923,10
non-shuffled,0.4,0.9295199751853943,0.0011698077236557574,0.0003699256831209026,0.9286831451515987,0.93035680521919,10
non-shuffled,0.5,0.9342599809169769,0.0014330958553895828,0.0004531847008378372,0.9332348058998807,0.9352851559340731,10
shuffled,0.05,0.8432399868965149,0.004598836311600949,0.0014542797330946828,0.8399501775815013,0.8465297962115286,10
shuffled,0.1,0.8876199781894684,0.002244398124563786,0.0007097410049831867,0.8860144324912744,0.8892255238876623,10
shuffled,0.2,0.91383997797966,0.001798271973297808,0.0005686635288066566,0.9125535717047161,0.9151263842546039,10
shuffled,0.3,0.9250799655914307,0.0014823519130879848,0.0004687608339265993,0.9240195549132981,0.9261403762695632,10
shuffled,0.4,0.931089973449707,0.0012068725929053096,0.0003816466239213947,0.9302266288057242,0.9319533180936899,10
shuffled,0.5,0.9349199771881104,0.0013571225395120666,0.0004291598288809987,0.9339491502071979,0.9358908041690228,10
