mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.8099750399589538,0.007034342248162653,0.0022244543345343367,0.8049429746526451,0.8150071052652625,10
non-shuffled,0.1,0.8846125423908233,0.0044097669778520475,0.0013944907600609757,0.8814579851294175,0.8877670996522291,10
non-shuffled,0.2,0.9265625417232514,0.0023223301371524843,0.0007343852712253069,0.9249012468216545,0.9282238366248482,10
non-shuffled,0.3,0.9400875449180603,0.0017441016539373804,0.00055153336973089,0.9388398897551705,0.9413352000809502,10
non-shuffled,0.4,0.9460000455379486,0.000879945591831414,0.00027826322872121233,0.945370570381938,0.9466295206939592,10
non-shuffled,0.5,0.949137544631958,0.0011249304221713319,0.00035573423432761864,0.9483328178857013,0.9499422713782146,10
shuffled,0.05,0.8101875364780426,0.006843546799544443,0.0021641195160516198,0.8052919580135341,0.8150831149425511,10
shuffled,0.1,0.8846500396728516,0.003803232358747953,0.0012026876724498142,0.881929371139943,0.8873707082057603,10
shuffled,0.2,0.9269750416278839,0.002103069434257985,0.0006650489489736978,0.9254705963843145,0.9284794868714533,10
shuffled,0.3,0.9387250423431397,0.001955050336916857,0.000618241200493684,0.9373264835830714,0.940123601103208,10
shuffled,0.4,0.944625049829483,0.0020121237042661916,0.0006362893839496224,0.9431856632419334,0.9460644364170326,10
shuffled,0.5,0.9484750509262085,0.0012441542405285516,0.0003934361160627195,0.9475850365981318,0.9493650652542853,10
