mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.5564799845218659,0.01275989738379832,0.004035033844282637,0.5473521038086632,0.5656078652350686,10
non-shuffled,0.1,0.635679978132248,0.004014641221931307,0.0012695410249704455,0.6328080768090739,0.638551879455422,10
non-shuffled,0.2,0.6824899911880493,0.0035936596638520392,0.001136414967324751,0.6799192419297411,0.6850607404463576,10
non-shuffled,0.3,0.7089899897575378,0.0025052961377789638,0.0007922442008604539,0.7071978088638317,0.7107821706512439,10
non-shuffled,0.4,0.7213299870491028,0.0009165769802936038,0.0002898470908607056,0.7206743073763798,0.7219856667218257,10
non-shuffled,0.5,0.7322799861431122,0.001124273368182231,0.0003555264556124928,0.7314757294249643,0.7330842428612601,10
shuffled,0.05,0.5596999764442444,0.00586079742447836,0.001853346876620029,0.5555074145320451,0.5638925383564437,10
shuffled,0.1,0.6361499965190888,0.0035500427149778315,0.0011226220770217898,0.6336104489463757,0.6386895440918018,10
shuffled,0.2,0.6859199821949005,0.0026620004683200514,0.0008417984612326261,0.6840157017761436,0.6878242626136574,10
shuffled,0.3,0.7082799851894379,0.0036254669781122777,0.0011464733232562619,0.7056864823492126,0.7108734880296632,10
shuffled,0.4,0.7215299785137177,0.0009649928146586329,0.0003051575220018,0.7208396642395225,0.7222202927879129,10
shuffled,0.5,0.7314899861812592,0.002066905614653726,0.000653612945089607,0.7300114109757906,0.7329685613867277,10
