mode,k_frac,mean,std,sem,ci_lo,ci_hi,n
non-shuffled,0.05,0.7172279357910156,0.09112560794659211,0.028816447427877034,0.652040602834035,0.7824152687479963,10
non-shuffled,0.1,0.8168160200119019,0.048089509481248696,0.015207238152100821,0.7824148572988989,0.8512171827249049,10
non-shuffled,0.2,1.150172519683838,0.2692096467795064,0.08513156519126533,0.9575915397014364,1.3427534996662396,10
shuffled,0.05,0.7123626947402955,0.10408771803926736,0.032915426545348035,0.6379028268123385,0.7868225626682525,10
shuffled,0.1,0.7900460004806519,0.04110138663378637,0.012997399675396584,0.760643839706476,0.8194481612548278,10
shuffled,0.2,1.2586342573165894,0.44323970310490346,0.1401647011228301,0.9415596746922752,1.5757088399409036,10
